"nstorm","worry","nevac","prepared","homeloc","nyear","gender","income","politics","age","zone","lat","long"
2,4,1,2,3,27,1,5,3,64,"A",41.0576269999999,-73.434121
2,2,0,3,3,20,1,4,3,65,"A",41.3016989999999,-72.2347029999999
2,4,0,1,1,60,1,5,4,59,"A",41.313746,-72.2053259999999
1,5,0,3,1,25,2,NA,NA,70,"A",41.280072,-72.444425
6,6,1,2,3,25,NA,NA,NA,NA,"A",41.0307779999999,-73.547921
1,6,0,3,3,8,2,3,3,36,"A",41.1792919999999,-73.169656
2,5,0,3,2,45,1,5,3,53,"A",41.3099199999999,-72.124649
3,2,0,2,1,40,NA,NA,1,NA,"A",41.2953199999999,-72.209777
2,3,0,3,2,54,1,5,2,88,"A",41.3317169999999,-72.135593
1,2,0,3,3,48,2,6,2,71,"A",41.330466,-72.1408339999999
1,2,0,2,2,26,1,3,4,76,"A",41.305419,-72.217679
2,5,0,3,1,47,1,5,3,56,"A",41.27492,-72.528187
2,4,0,3,1,29,1,6,4,61,"A",41.021171,-73.6096419999999
3,5,0,3,1,22,2,5,2,53,"A",41.0420599999999,-73.5965039999999
2,1,0,2,3,4,1,NA,4,62,"A",41.1331709999999,-73.2729999999999
3,1,1,3,3,42,1,6,4,43,"A",41.1384189999999,-73.25403
4,5,0,4,1,30,2,1,3,73,"A",41.153833,-73.223175
2,6,0,4,3,5,2,NA,3,59,"A",41.2116339999999,-73.0206989999999
2,3,0,2,3,37,1,3,4,64,"A",41.28125,-72.485331
3,2,0,3,3,51,2,NA,NA,51,"A",41.270214,-72.937235
2,4,0,4,1,17,1,4,4,69,"A",41.167338,-73.188185
2,5,0,3,1,2,2,4,1,34,"A",41.2821939999999,-72.3964849999999
2,6,1,3,1,10,2,2,3,67,"A",41.220593,-73.104174
10,4,0,3,1,10,1,6,5,36,"A",41.097399,-73.39882
2,4,0,3,3,60,1,NA,3,69,"A",41.274495,-72.8250309999999
2,6,0,3,2,29,1,1,2,64,"A",41.315004,-72.873174
2,3,0,3,1,8,1,NA,4,54,"A",41.287321,-72.359978
2,2,1,3,1,15,1,6,3,74,"A",41.015082,-73.591739
1,3,0,4,2,22,2,6,2,58,"A",41.3534519999999,-71.9588049999999
0,7,2,1,1,70,1,6,3,82,"A",41.097371,-73.372606
2,3,0,4,3,42,1,5,4,76,"A",41.06344,-73.4410529999999
NA,3,0,3,1,30,1,NA,3,68,"A",41.165897,-73.221996
3,5,1,3,3,40,1,4,3,67,"A",41.0329309999999,-73.547933
2,4,0,3,2,42,NA,NA,NA,NA,"A",41.259514,-72.9642889999999
3,6,0,4,3,17,2,5,1,49,"A",41.268304,-72.9435399999999
3,4,2,3,3,24,1,4,3,32,"A",41.1759789999999,-73.1428829999999
3,4,0,3,1,70,2,4,3,72,"A",41.248938,-72.8787269999999
2,3,0,1,1,43,1,6,3,43,"A",41.2848929999999,-72.378152
3,7,1,3,1,5,1,3,2,52,"A",41.2664779999999,-72.9358469999999
2,5,1,2,3,40,2,NA,3,NA,"A",41.056995,-73.495196
3,4,0,3,3,15,1,5,3,65,"A",41.2118219999999,-73.040941
3,5,1,3,1,12,1,NA,3,NA,"A",41.385773,-72.8744219999999
2,7,1,3,3,50,2,1,3,58,"A",41.1846669999999,-73.1361459999999
1,4,1,3,1,NA,NA,NA,NA,NA,"A",41.1443319999999,-73.2404839999999
0,6,2,3,1,15,2,4,3,71,"A",41.269944,-72.5980679999999
3,3,0,3,1,40,1,2,4,84,"A",41.3578329999999,-71.880903
5,2,0,1,1,82,1,4,3,82,"A",41.3207609999999,-72.0707799999999
1,3,0,4,3,3,2,1,1,66,"A",41.2746319999999,-72.485889
NA,NA,NA,NA,3,35,2,3,NA,49,"A",41.357367,-72.1769259999999
2,6,2,3,1,NA,2,5,3,61,"A",41.205092,-73.015394
2,5,0,2,3,37,1,5,2,68,"A",41.356296,-71.8523179999999
2,5,1,3,1,42,NA,NA,NA,NA,"A",41.282456,-72.384594
2,6,0,2,1,28,2,5,2,75,"A",41.227293,-72.99056
2,6,2,2,1,8,2,5,3,53,"A",41.246214,-72.8732219999999
5,3,0,2,3,48,1,2,2,89,"A",41.274022,-72.519945
3,7,0,2,3,37,2,2,3,76,"A",41.2895109999999,-72.4956619999999
0,7,0,5,3,19,2,2,3,46,"A",41.3179,-72.8719789999999
2,6,2,3,3,3,2,4,1,52,"A",41.300896,-72.32858
2,6,1,3,1,43,1,2,4,77,"A",41.0351319999999,-73.52948
2,2,0,1,3,15,2,3,2,55,"A",41.198357,-73.1173749999999
4,3,1,1,1,20,2,6,2,58,"A",41.016039,-73.569743
1,5,0,3,1,9,2,1,2,29,"A",41.164448,-73.216864
3,3,0,2,1,51,1,4,4,51,"A",41.2920859999999,-72.312685
2,6,0,2,1,30,1,4,3,63,"A",41.0657939999999,-73.442278
3,5,0,3,1,31,2,3,3,89,"A",41.0984649999999,-73.405996
3,5,1,3,3,47,2,3,3,47,"A",41.28555,-72.648138
2,3,0,4,1,49,2,3,3,49,"A",41.269314,-72.828524
4,2,0,1,3,43,1,5,4,43,"A",41.135783,-73.2819769999999
4,2,0,2,1,15,2,6,4,51,"A",41.056877,-73.456935
2,3,NA,3,2,35,1,6,3,71,"A",41.327275,-72.3672179999999
2,4,0,1,2,50,1,5,3,50,"A",41.278663,-72.670447
2,7,2,2,1,40,1,5,4,51,"A",41.245616,-72.896282
1,4,0,3,3,40,1,2,3,77,"A",41.354557,-71.96738
3,5,0,4,2,64,2,2,3,64,"A",41.314064,-72.8752669999999
1,3,0,2,1,24,1,NA,3,73,"A",41.255203,-72.8941599999999
1,2,0,2,1,30,1,3,3,68,"A",41.3364729999999,-72.05061
5,5,0,3,2,2,2,5,3,30,"A",41.150917,-73.2719979999999
2,1,0,2,3,2,1,6,4,55,"A",41.2720249999999,-72.818132
4,4,0,2,2,2,2,3,3,54,"A",41.268731,-72.8720749999999
1,2,0,1,2,55,1,3,2,55,"A",41.334195,-72.323774
4,4,0,2,2,25,1,4,3,30,"A",41.3764699999999,-71.8360739999999
2,5,0,3,2,58,1,5,4,58,"A",41.2863699999999,-72.949922
1,6,0,3,3,4,1,6,3,62,"A",41.0736429999999,-73.445458
2,2,0,3,3,36,1,4,2,37,"A",41.317913,-72.907683
3,4,0,3,3,70,1,2,4,NA,"A",41.2889029999999,-72.935939
2,5,0,NA,3,20,2,3,2,65,"A",41.325678,-71.9670509999999
2,4,0,4,1,11,1,5,3,51,"A",41.2966539999999,-72.211696
4,3,0,1,1,33,2,5,3,58,"A",41.1815879999999,-73.1327529999999
2,5,2,3,1,18,1,6,4,51,"A",41.05677,-73.4939629999999
3,6,0,2,1,25,2,5,2,59,"A",41.064382,-73.4383839999999
2,5,0,3,2,30,2,6,2,73,"A",41.122544,-73.315773
3,2,0,2,3,16,2,4,3,73,"A",41.208289,-73.057665
1,2,0,4,3,40,1,2,4,55,"A",41.3227729999999,-72.0621009999999
1,5,0,3,3,10,1,2,4,81,"A",41.3526949999999,-71.945278
2,5,1,3,1,15,2,3,NA,NA,"A",41.177572,-73.135499
1,6,0,2,3,2,2,6,3,56,"A",41.27046,-72.5939609999999
2,5,2,3,1,14,1,5,3,54,"A",41.245958,-72.8631699999999
3,4,0,3,1,71,1,4,4,71,"A",41.321391,-72.060734
2,6,0,3,2,22,1,4,3,52,"A",41.082728,-73.415707
12,7,0,2,3,91,2,2,3,91,"A",41.1765759999999,-73.1447749999999
5,7,0,3,2,59,1,2,4,59,"A",41.1302609999999,-73.269506
0,6,2,3,3,2,1,6,1,58,"A",41.041733,-73.5233599999999
3,2,0,2,1,5,2,2,3,64,"A",41.309925,-72.209538
5,6,1,3,1,2,1,4,2,29,"A",41.187711,-73.090373
2,7,2,2,1,15,2,3,2,65,"A",41.283119,-72.417918
2,5,2,4,3,84,2,1,4,90,"A",41.2849709999999,-72.5863039999999
1,3,0,3,3,41,1,5,3,45,"A",41.1551109999999,-73.228452
2,5,0,2,2,45,2,4,3,71,"A",41.3233329999999,-72.058851
4,5,0,2,3,37,2,4,2,NA,"A",41.278056,-72.813845
4,4,0,2,2,35,2,4,2,52,"A",41.211796,-73.0216
0,5,3,4,3,5,1,2,3,29,"A",41.165519,-73.194383
4,6,0,3,2,25,2,3,3,67,"A",41.2295319999999,-72.9968559999999
8,5,0,2,2,13,NA,NA,NA,NA,"A",41.1457559999999,-73.2473779999999
2,7,0,4,1,14,2,4,4,71,"A",41.247084,-72.892774
7,1,0,3,3,3,2,3,1,53,"A",41.156416,-73.2295299999999
9,5,1,3,3,25,2,3,3,90,"A",41.2630449999999,-72.385029
2,5,1,3,2,20,1,4,NA,78,"A",41.300477,-72.226769
1,2,0,3,1,30,1,3,NA,68,"A",41.262323,-72.894005
3,1,0,3,3,67,1,2,3,67,"A",41.3186279999999,-72.112812
2,4,0,2,2,20,1,3,2,59,"A",41.314029,-72.875484
2,3,1,4,1,20,2,3,3,46,"A",41.283292,-72.8117459999999
2,7,0,3,2,12,2,2,NA,46,"A",41.2582019999999,-72.8482869999999
2,6,0,NA,3,55,1,3,3,80,"A",41.284126,-72.3909199999999
1,1,0,3,1,15,1,2,4,71,"A",41.280389,-72.434244
3,6,1,2,NA,50,2,4,2,67,"A",41.318666,-72.215128
1,4,0,2,2,62,2,2,2,63,"A",41.2780849999999,-72.55266
2,7,0,4,1,4,2,6,3,42,"A",41.0933599999999,-73.4021529999999
2,2,0,3,3,60,1,3,2,63,"A",41.097776,-73.4016799999999
2,7,0,5,3,49,2,2,3,49,"A",41.1808079999999,-73.176574
3,5,1,4,3,9,1,2,3,63,"A",41.1677579999999,-73.188412
2,7,1,2,3,10,2,6,3,87,"A",41.3409989999999,-72.137415
1,4,1,3,3,10,2,3,1,76,"A",41.3063769999999,-72.8910029999999
0,6,2,4,1,30,2,2,4,72,"A",41.103572,-73.381872
0,4,0,4,1,60,1,4,4,88,"A",41.2528799999999,-72.8948249999999
3,7,2,2,1,30,2,6,3,71,"A",41.019663,-73.5619879999999
2,6,2,3,1,10,2,6,2,42,"A",41.137224,-73.242394
0,4,2,3,1,5,2,5,2,41,"A",41.2587199999999,-72.892278
2,6,2,2,1,13,2,5,3,49,"A",41.2750169999999,-72.4796699999999
4,3,0,4,3,30,2,NA,3,65,"A",41.3581059999999,-71.850638
0,2,0,3,3,30,2,1,2,56,"A",41.2733279999999,-72.944815
3,6,0,1,3,20,1,6,3,66,"A",41.300387,-72.369235
1,7,1,3,NA,26,NA,3,3,69,"A",41.175462,-73.135291
2,3,0,3,3,4,1,5,2,70,"A",41.350177,-72.101522
2,5,1,3,3,14,2,5,2,63,"A",41.258034,-72.848763
2,4,0,2,2,12,NA,NA,NA,NA,"A",41.287528,-72.2898619999999
0,5,2,2,3,5,1,6,3,54,"A",41.257993,-72.807253
4,6,0,1,1,7,1,NA,5,37,"A",41.3271239999999,-72.091548
2,6,0,3,3,56,2,NA,NA,NA,"A",41.281471,-72.5796449999999
3,6,3,1,1,25,2,4,3,62,"A",41.314408,-72.3266579999999
2,6,2,3,3,3,2,3,3,68,"A",41.197495,-73.0801069999999
NA,3,0,3,3,52,1,5,1,59,"A",41.35824,-71.8438589999999
3,6,1,2,3,2,2,2,3,27,"A",41.1639509999999,-73.222356
10,4,0,4,1,15,1,1,4,57,"A",41.174483,-73.13994
3,6,3,2,1,43,1,4,4,70,"A",41.3608139999999,-71.875287
2,4,0,3,3,29,2,6,2,60,"A",41.13399,-73.26922
2,5,1,3,2,30,1,2,3,92,"A",41.007559,-73.6447509999999
2,2,0,2,3,45,1,5,2,70,"A",41.273009,-72.525896
5,3,1,3,1,60,1,5,4,91,"A",41.321868,-72.007249
10,1,0,1,3,40,2,2,4,57,"A",41.2611479999999,-72.792022
3,3,0,1,2,40,1,5,3,76,"A",41.2589309999999,-72.9511899999999
1,5,1,2,1,53,1,5,1,53,"A",41.208806,-73.016017
1,1,0,2,3,19,1,6,2,69,"A",41.128045,-73.3707129999999
1,3,0,2,1,18,2,2,3,67,"A",41.162312,-73.223669
1,6,0,5,1,5,2,2,3,60,"A",41.2365709999999,-72.9870399999999
3,5,0,3,2,53,1,4,5,60,"A",41.216901,-73.024563
2,5,1,3,3,33,2,2,3,65,"A",41.3348119999999,-72.171796
6,7,0,3,3,43,2,NA,NA,74,"A",41.2857759999999,-72.4037309999999
2,6,0,2,2,14,2,4,2,49,"A",41.289068,-72.29206
2,4,0,2,1,10,1,5,3,40,"A",41.2522719999999,-72.8964469999999
1,3,0,2,1,38,1,6,5,74,"A",41.357996,-71.964605
3,6,0,3,3,27,2,4,2,55,"A",41.2587309999999,-72.848498
3,3,1,3,1,21,2,1,3,54,"A",41.263069,-72.939006
4,5,0,3,3,70,2,NA,NA,80,"A",41.3409989999999,-72.137415
2,4,0,2,3,40,1,4,3,60,"A",41.3438319999999,-71.8453339999999
3,4,1,4,3,10,2,5,2,48,"A",41.0250109999999,-73.566299
2,6,1,3,1,10,2,5,2,61,"A",41.1378619999999,-73.2862719999999
2,3,0,2,1,50,1,6,2,56,"A",41.112313,-73.348971
5,5,0,2,1,71,1,3,3,71,"A",41.245762,-72.875426
3,3,0,2,2,50,1,2,2,70,"A",41.209876,-73.023418
3,4,0,1,2,10,1,5,5,63,"A",41.066803,-73.44049
2,4,1,4,1,3,2,2,1,49,"A",41.1656449999999,-73.1991369999999
2,5,0,2,2,16,1,5,3,37,"A",41.315736,-72.2065989999999
2,2,0,4,3,6,1,6,4,28,"A",41.0991679999999,-73.399579
3,5,1,3,3,45,2,4,2,69,"A",41.268352,-72.685862
2,7,1,3,1,37,1,1,1,43,"A",41.352886,-72.094832
3,3,0,3,3,67,1,3,2,70,"A",41.182774,-73.135864
2,4,0,1,3,25,2,6,4,52,"A",41.1156769999999,-73.359105
2,4,1,2,1,5,1,6,4,56,"A",41.3383729999999,-71.963458
NA,3,0,2,3,9,2,2,NA,64,"A",41.290357,-72.952993
4,7,1,1,1,7,2,5,2,71,"A",41.2470789999999,-72.966232
2,5,2,2,1,50,1,6,2,57,"A",41.129283,-73.292094
2,6,0,5,3,35,1,4,4,56,"A",41.137191,-73.260261
NA,1,NA,1,2,5,1,1,2,55,"A",41.3415639999999,-72.0220889999999
3,1,0,3,2,30,1,5,2,75,"A",41.1303389999999,-73.363574
2,4,0,1,3,35,2,NA,4,62,"A",41.3560579999999,-71.964038
4,7,2,3,1,18,2,3,4,66,"A",41.1612459999999,-73.1176269999999
3,3,0,2,3,20,1,5,3,33,"A",41.1261439999999,-73.302143
2,6,2,3,3,5,2,6,2,43,"A",41.1440059999999,-73.2326609999999
5,7,0,4,3,58,2,2,NA,89,"A",41.154062,-73.129275
2,4,0,3,2,59,1,4,3,62,"A",41.165418,-73.222227
1,3,0,2,3,20,1,5,4,76,"A",41.313014,-72.0949839999999
3,7,0,4,3,11,2,5,3,42,"A",41.0405439999999,-73.59416
1,7,0,3,3,10,2,3,3,55,"A",41.294237,-72.93093
3,3,0,3,3,15,2,3,3,52,"A",41.356652,-71.970448
2,5,0,3,2,4,1,3,2,39,"A",41.2893419999999,-72.3061919999999
1,NA,0,NA,NA,NA,NA,NA,NA,NA,"A",41.2673309999999,-72.753112
2,6,2,4,1,10,1,6,3,42,"A",41.032552,-73.5319619999999
2,1,0,3,2,6,1,6,2,53,"A",41.1353399999999,-73.269085
4,7,0,4,3,62,2,2,3,63,"A",41.372076,-71.835191
2,1,0,2,1,25,2,5,3,71,"A",41.29592,-72.2587029999999
3,5,1,2,3,18,2,3,3,58,"A",41.3361609999999,-72.099541
3,5,0,3,1,11,2,6,2,46,"A",41.034307,-73.526181
3,3,1,3,1,32,2,3,3,67,"A",41.282462,-72.4464059999999
1,3,1,4,1,2,2,4,3,65,"A",41.154249,-73.2191279999999
1,3,0,3,3,78,1,3,3,78,"A",41.3596119999999,-71.880537
2,6,0,2,1,5,2,NA,NA,NA,"A",41.2684459999999,-72.900165
1,3,1,4,1,36,1,6,4,69,"A",41.054343,-73.503394
3,5,0,3,1,14,2,6,4,48,"A",41.215397,-73.039372
4,7,0,3,3,20,1,NA,3,NA,"A",41.11616,-73.360529
1,3,0,3,3,54,2,2,3,74,"A",41.289514,-72.276643
2,3,0,4,NA,40,2,4,3,86,"A",41.282018,-72.627276
6,5,0,3,1,35,1,5,2,64,"A",41.273048,-72.520249
2,5,0,2,3,30,1,5,3,57,"A",41.196379,-73.102037
6,1,1,1,1,20,1,2,3,87,"A",41.1494179999999,-73.226256
2,5,0,2,3,64,2,1,2,67,"A",41.1716059999999,-73.133499
2,7,0,2,3,10,1,5,3,38,"A",41.2450249999999,-72.994954
3,5,0,2,1,19,2,6,3,54,"A",41.026136,-73.562269
0,3,0,3,2,60,1,6,3,68,"A",41.215927,-73.1171109999999
2,4,2,3,1,NA,2,2,4,79,"A",41.2812679999999,-72.4021259999999
3,6,0,2,1,23,2,6,2,48,"A",41.286,-72.292534
2,6,1,2,1,20,2,6,3,53,"A",41.2892579999999,-72.368645
4,4,2,2,1,8,NA,NA,NA,NA,"A",41.070644,-73.44301
2,6,0,3,3,25,2,3,3,60,"A",41.2803919999999,-72.549204
2,2,0,3,3,NA,1,1,4,63,"A",41.27819,-72.8174709999999
2,5,1,3,3,35,2,5,2,65,"A",41.254778,-72.8623889999999
1,4,0,3,NA,45,2,2,3,74,"A",41.180813,-73.127945
1,6,0,3,2,5,1,6,4,41,"A",41.316502,-72.2032499999999
5,5,0,2,1,58,2,5,3,59,"A",41.1493669999999,-73.127497
2,7,2,1,2,3,2,3,3,56,"A",41.088911,-73.4154079999999
2,6,0,3,1,14,1,5,1,69,"A",41.2532799999999,-72.834254
2,2,0,2,1,15,1,5,3,36,"A",41.1234809999999,-73.2588949999999
3,5,0,3,3,30,2,6,3,58,"A",41.2992909999999,-72.6506329999999
4,4,0,2,3,40,NA,NA,NA,NA,"A",41.030506,-73.5920739999999
2,3,0,3,3,3,2,5,2,48,"A",41.3296289999999,-72.094102
3,3,0,4,3,28,1,1,3,54,"B",41.3052119999999,-72.895566
5,7,2,3,3,40,NA,NA,3,NA,"B",41.182496,-73.157537
4,6,0,2,3,7,1,4,3,46,"B",41.266522,-72.9560579999999
2,2,0,2,3,9,2,4,2,41,"B",41.279555,-72.8657419999999
10,4,0,2,3,17,2,5,3,49,"B",41.139268,-73.295175
2,4,0,3,3,14,1,3,3,28,"B",41.103869,-73.402955
6,6,0,3,3,23,1,1,3,47,"B",41.041645,-73.536167
1,4,0,3,3,40,2,3,3,64,"B",41.278406,-72.947791
3,1,0,3,2,9,1,2,4,74,"B",41.102809,-73.4025079999999
4,4,1,3,2,20,2,4,3,63,"B",41.228011,-73.0516329999999
2,2,2,5,2,30,1,2,4,78,"B",41.329391,-72.95663
1,5,1,4,1,2,2,3,2,59,"B",41.289135,-72.3807979999999
3,2,0,4,3,45,1,2,3,64,"B",41.275117,-72.946707
2,5,0,3,3,36,2,4,3,61,"B",41.280253,-72.871408
1,3,1,3,1,5,2,3,3,78,"B",41.295081,-72.3761769999999
2,1,0,3,3,30,1,2,4,31,"B",41.172114,-73.230556
2,4,0,1,3,29,2,5,3,58,"B",41.292853,-72.3778339999999
2,7,0,1,2,40,2,5,3,46,"B",41.046219,-73.594581
2,7,0,4,3,8,1,2,NA,46,"B",41.2822579999999,-72.6824199999999
3,6,2,4,3,15,1,3,2,61,"B",41.276463,-72.771157
5,5,3,3,1,90,2,1,4,92,"B",41.348115,-72.145548
3,5,0,2,1,50,2,1,3,57,"B",41.046283,-73.5395429999999
1,3,1,3,2,15,2,1,3,92,"B",41.285215,-72.4444419999999
2,5,0,4,2,9,1,6,3,36,"B",41.057445,-73.5340539999999
3,4,2,2,1,17,1,6,3,56,"B",41.056913,-73.537282
8,3,1,2,3,50,1,2,5,67,"B",41.3429009999999,-72.031975
3,5,0,3,3,66,2,NA,NA,66,"B",41.260469,-72.9567579999999
2,1,0,NA,3,53,1,NA,3,58,"B",41.350014,-72.022998
2,4,0,2,1,14,2,5,2,64,"B",41.043225,-73.592386
2,6,0,3,2,60,1,5,3,63,"B",41.177705,-73.219029
1,3,0,3,3,13,2,5,4,45,"B",41.212728,-73.117913
5,5,0,3,3,3,1,3,3,29,"B",41.328713,-72.956338
1,5,0,2,2,6,2,3,3,56,"B",41.3624119999999,-71.866585
1,4,0,2,2,57,1,6,4,57,"B",41.225779,-73.0562
3,2,0,3,3,3,2,3,2,26,"B",41.0567149999999,-73.5360589999999
1,5,0,3,3,4,2,6,2,36,"B",41.125649,-73.355541
4,4,0,2,2,44,2,3,3,68,"B",41.19241,-73.136653
5,5,0,4,2,3,1,5,2,68,"B",41.125436,-73.3652929999999
2,3,1,3,3,4,2,3,1,32,"B",41.137776,-73.291649
0,4,0,3,1,51,1,4,3,58,"B",41.345176,-72.025884
2,4,0,2,3,30,2,5,4,64,"B",41.071595,-73.4543769999999
2,5,0,3,2,36,2,6,4,47,"B",41.229798,-73.049559
NA,1,0,3,3,83,1,2,3,88,"B",41.264747,-72.9461989999999
1,2,0,4,3,6,1,6,2,41,"B",41.305788,-72.918536
2,6,1,3,1,3,2,6,3,48,"B",41.2782789999999,-72.617118
1,3,0,2,2,52,1,4,1,52,"B",41.322636,-72.908293
2,6,2,2,NA,28,2,6,5,33,"B",41.057803,-73.5368969999999
2,2,0,3,3,30,1,5,4,37,"B",41.282338,-72.8718489999999
2,3,0,2,3,12,1,3,2,59,"B",41.1728179999999,-73.213001
1,6,0,4,1,3,1,3,3,37,"B",41.0434279999999,-73.537936
8,1,0,3,1,29,1,NA,3,70,"B",41.3193059999999,-72.9119519999999
1,5,0,3,3,41,1,5,3,74,"B",41.1450639999999,-73.2685649999999
2,5,1,5,3,7,2,4,3,36,"B",41.2958969999999,-72.9409019999999
2,5,0,4,3,0,2,1,3,73,"B",41.329947,-72.958033
2,2,0,1,2,5,2,4,2,26,"B",41.217792,-73.062545
5,5,0,3,3,58,1,4,3,72,"B",41.208703,-73.1189109999999
NA,4,0,3,3,68,2,NA,3,79,"B",41.065483,-73.479055
2,4,0,3,2,40,2,5,3,40,"B",41.172534,-73.216028
3,2,0,3,3,15,2,2,3,38,"B",41.2884,-72.933108
2,6,0,2,3,44,1,5,4,50,"B",41.275148,-72.9373729999999
2,5,0,2,2,27,1,3,3,27,"B",41.1673469999999,-73.2329309999999
1,4,0,3,2,14,2,3,NA,49,"B",41.051769,-73.521692
3,2,0,3,2,47,1,5,2,47,"B",41.0442449999999,-73.535728
1,3,0,3,3,2,2,4,3,37,"B",41.055726,-73.5386579999999
7,5,0,4,2,10,1,4,2,78,"B",41.371058,-72.862716
4,3,0,1,3,27,2,2,3,72,"B",41.157086,-73.269625
4,5,1,2,3,25,1,3,5,25,"B",41.0442449999999,-73.535728
2,5,0,2,3,20,1,4,3,49,"B",41.132647,-73.328987
2,2,0,2,1,7,2,5,1,32,"B",41.349024,-72.0222469999999
2,6,0,2,3,20,2,4,2,50,"B",41.2696839999999,-72.9530489999999
2,2,0,2,3,35,2,3,3,55,"B",41.1960309999999,-73.102766
2,5,0,4,2,30,1,6,1,58,"B",41.1467839999999,-73.2691169999999
1,1,0,3,2,53,2,2,4,80,"B",41.235112,-73.000324
20,4,0,4,3,50,1,3,5,72,"B",41.284284,-72.881917
2,5,0,2,1,4,2,2,2,54,"B",41.2882219999999,-72.931492
1,3,0,4,3,10,1,5,4,46,"B",41.287945,-72.380972
3,6,0,4,NA,19,2,3,4,51,"B",41.285403,-72.44422
1,2,0,4,2,4,2,3,3,56,"B",41.28607,-72.6267979999999
0,2,0,4,3,3,1,3,3,32,"B",41.30297,-72.91973
2,3,0,2,3,8,1,5,3,40,"B",41.3050119999999,-72.919853
NA,4,0,2,2,70,1,4,3,74,"B",41.1316819999999,-73.2984519999999
2,5,0,1,3,52,1,4,3,80,"B",41.234369,-73.0001769999999
3,5,2,3,3,38,1,3,NA,63,"B",41.3448229999999,-72.024957
2,7,2,2,1,20,1,2,NA,54,"B",41.1794289999999,-73.1638959999999
2,5,0,2,2,27,1,5,3,50,"B",41.357978,-71.913227
3,3,0,3,3,40,2,1,2,48,"B",41.17646,-73.165569
5,5,0,1,2,65,2,2,4,96,"B",41.2778229999999,-72.8791719999999
1,2,0,4,3,4,1,5,2,61,"B",41.038068,-73.529724
0,4,0,3,1,56,2,2,4,80,"B",41.168968,-73.224622
4,2,0,3,2,14,2,2,3,53,"B",41.183185,-73.167713
10,2,1,2,3,20,1,1,4,83,"B",41.044069,-73.524278
10,5,0,3,3,14,2,4,3,40,"B",41.274532,-72.9435919999999
NA,7,1,5,1,15,1,1,NA,58,"B",41.181054,-73.1561219999999
4,2,0,2,3,30,1,6,3,67,"B",41.0089,-73.636935
0,2,0,4,3,8,1,4,2,43,"B",41.202966,-73.1235109999999
3,6,0,4,1,10,1,2,NA,30,"B",41.051864,-73.5254269999999
5,5,0,3,2,35,1,NA,NA,57,"B",41.191046,-73.0956259999999
10,1,0,3,3,20,2,2,3,46,"B",41.279015,-72.9462719999999
1,6,0,2,1,14,2,1,5,50,"B",41.0977949999999,-73.418828
3,3,0,2,2,16,2,2,4,54,"B",41.18685,-73.134225
2,4,0,1,3,62,2,3,2,62,"B",41.3201079999999,-72.9131079999999
2,4,0,2,2,25,2,5,NA,63,"B",41.305554,-72.920771
2,5,0,4,3,67,1,3,2,67,"B",41.3067769999999,-72.9168219999999
2,5,0,2,2,25,1,3,3,59,"B",41.2642409999999,-72.9495519999999
1,6,0,4,3,8,2,2,3,66,"B",41.3068839999999,-72.891756
3,3,0,2,3,22,2,1,3,52,"B",41.186998,-73.1341709999999
5,3,0,3,3,15,2,1,3,89,"B",41.314828,-72.901868
2,5,2,2,3,60,2,3,3,63,"B",41.275193,-72.9468269999999
4,4,0,3,2,25,1,4,3,66,"B",41.264448,-72.955567
3,3,1,3,3,5,2,4,3,34,"B",41.059564,-73.543743
4,3,1,4,1,14,1,4,3,24,"B",41.0396629999999,-73.5269619999999
2,4,0,3,2,8,2,2,2,50,"B",41.1751179999999,-73.2141919999999
1,3,1,2,3,2,2,4,1,52,"B",41.185064,-73.130221
2,5,0,3,3,9,1,5,4,33,"B",41.268714,-72.955965
NA,3,0,4,2,8,1,NA,3,81,"B",41.3223709999999,-72.8748609999999
4,2,1,4,2,53,2,5,3,53,"B",41.1394659999999,-73.2962229999999
2,6,0,2,2,36,1,4,3,63,"B",41.263677,-72.962195
4,4,0,3,2,50,2,2,3,52,"B",41.05077,-73.5409429999999
2,6,0,3,2,22,1,5,3,66,"B",41.191324,-73.1280579999999
4,5,0,2,2,15,2,4,4,50,"B",41.2819209999999,-72.815162
2,6,0,5,3,0,1,4,3,48,"B",41.079683,-73.427554
5,2,0,3,1,21,1,6,3,52,"B",41.0306929999999,-73.613662
3,4,3,3,2,81,2,3,2,81,"B",41.285366,-72.671558
2,3,0,2,3,21,1,5,2,32,"B",41.271262,-72.9382329999999
0,4,0,2,3,39,1,5,3,79,"B",41.13195,-73.3308729999999
3,5,0,3,3,10,1,6,2,41,"B",41.0588989999999,-73.542011
2,2,1,4,3,6,1,6,3,37,"B",41.068489,-73.4763159999999
1,4,0,4,3,2,1,3,3,29,"B",41.1829109999999,-73.1473589999999
2,2,0,3,2,28,1,4,3,28,"B",41.1986509999999,-73.107539
4,1,0,1,2,57,NA,NA,NA,NA,"B",41.2706629999999,-72.832012
4,1,0,1,2,15,1,6,5,72,"B",41.0437489999999,-73.5156099999999
1,4,0,3,3,5,2,4,3,59,"B",41.328521,-72.957457
1,3,0,5,3,11,1,3,3,48,"B",41.313075,-72.902791
1,5,1,3,1,8,2,3,4,82,"B",41.0567149999999,-73.5360589999999
2,6,2,4,3,4,2,1,3,26,"B",41.182974,-73.169673
2,3,0,2,2,35,1,3,2,69,"B",41.3184139999999,-72.9087619999999
3,7,0,2,2,66,2,2,3,66,"B",41.184119,-73.191794
