"nstorm","worry","nevac","prepared","homeloc","nyear","gender","income","politics","age","zone","lat","long"
2,5,2,4,3,2,1,NA,NA,54,"B",41.271921,-72.951927
1,5,0,3,1,60,2,2,3,64,"B",41.3436039999999,-72.028717
5,3,0,2,1,50,1,5,3,77,"B",41.144483,-73.268601
2,2,0,2,NA,12,2,NA,3,79,"B",41.185185,-73.130367
2,5,0,2,3,40,1,3,3,61,"B",41.190061,-73.0907289999999
2,6,0,2,3,30,1,3,1,69,"B",41.14182,-73.29639
2,3,0,3,2,25,2,4,2,50,"B",41.200322,-73.1269709999999
2,1,0,4,2,47,2,1,2,49,"B",41.2756049999999,-72.9440309999999
2,5,0,3,2,15,2,5,3,65,"B",41.2787259999999,-72.9493949999999
2,5,0,3,2,3,2,2,4,81,"B",41.056913,-73.537282
2,3,0,3,2,62,1,5,3,62,"B",41.268143,-72.9497609999999
1,1,0,3,2,20,2,4,3,41,"B",41.043328,-73.542816
2,5,0,1,2,30,2,2,NA,32,"B",41.284356,-72.879157
3,3,0,3,3,22,1,3,2,44,"B",41.282387,-72.496463
3,2,0,3,3,20,1,3,2,61,"B",41.303733,-72.917347
2,2,0,3,3,10,2,3,3,66,"B",41.3063509999999,-72.919566
5,1,0,2,2,30,1,2,3,64,"B",41.057803,-73.5368969999999
1,5,0,3,3,45,2,2,3,45,"B",41.302816,-72.918439
3,6,0,3,2,61,2,3,4,61,"B",41.358736,-71.9174119999999
3,5,0,2,2,35,1,5,3,54,"B",41.275728,-72.863702
3,3,0,2,3,31,2,3,3,67,"B",41.2709729999999,-72.9515509999999
2,7,0,2,2,47,1,3,3,57,"B",41.285643,-72.628488
1,4,0,4,3,3,2,2,3,36,"B",41.2715329999999,-72.9371009999999
2,4,0,4,3,14,1,1,2,79,"B",41.2722219999999,-72.9389029999999
1,4,0,3,3,5,1,5,2,37,"B",41.303955,-72.920156
2,3,0,2,2,4,1,3,2,26,"B",41.3207639999999,-72.915372
7,5,0,1,2,72,1,3,1,72,"B",41.3426809999999,-72.0306039999999
5,3,0,2,1,20,1,3,3,57,"B",41.34465,-72.027265
3,4,0,3,2,55,NA,NA,NA,NA,"B",41.233989,-72.997465
2,2,0,2,NA,NA,2,5,3,48,"B",41.278928,-72.884551
2,5,0,3,1,17,1,6,3,71,"B",41.0372789999999,-73.5298849999999
3,3,0,2,3,42,2,2,2,93,"B",41.301163,-72.9290019999999
8,6,0,3,1,66,1,5,3,66,"B",41.0427439999999,-73.601076
4,6,0,2,2,29,2,2,1,56,"B",41.343237,-72.1457869999999
2,4,0,2,1,21,2,4,2,57,"B",41.2821149999999,-72.76917
3,5,0,4,3,1,2,2,3,48,"B",41.2767139999999,-72.9490559999999
4,5,0,3,3,39,2,6,3,39,"B",41.156556,-73.248506
2,5,0,3,3,NA,2,1,2,57,"B",41.180382,-73.189925
1,3,0,3,3,11,2,3,1,33,"B",41.177006,-73.22005
1,2,0,2,3,80,1,2,4,80,"B",41.34545,-72.027106
4,4,1,1,2,26,1,4,5,57,"B",41.265415,-72.955727
4,6,0,3,1,52,2,5,3,52,"B",41.190482,-73.090298
3,4,0,4,2,58,1,3,3,58,"B",41.175131,-73.224601
2,5,1,3,3,9,2,4,2,88,"B",41.059564,-73.543743
4,5,0,2,1,9,2,4,3,37,"B",41.195619,-73.0857319999999
3,5,0,2,2,23,1,5,3,60,"B",41.279352,-72.8192389999999
2,4,0,2,2,1,2,5,NA,32,"B",41.127768,-73.364363
0,5,1,3,3,39,2,3,3,68,"B",41.126587,-73.352686
2,4,0,3,3,1,2,3,3,51,"B",41.2674859999999,-72.953056
10,1,0,2,3,5,2,2,4,91,"B",41.283346,-72.8161659999999
1,4,0,2,3,7,1,4,3,37,"B",41.176766,-73.220758
2,3,0,4,3,24,2,1,3,24,"B",41.288229,-72.932905
4,5,0,3,3,41,2,5,3,41,"B",41.200658,-73.126807
NA,5,1,3,1,30,2,3,3,56,"B",41.1868339999999,-73.092117
5,4,0,3,2,92,1,2,3,92,"B",41.2804519999999,-72.872788
2,5,0,2,3,9,1,5,3,41,"B",41.0372789999999,-73.5298849999999
5,3,0,3,1,30,2,3,2,32,"B",41.038402,-73.52529
2,2,0,3,3,23,2,3,3,25,"B",41.273963,-72.956601
3,4,1,2,1,50,1,4,4,59,"B",41.295081,-72.3761769999999
2,6,0,2,2,44,2,NA,3,91,"B",41.28299,-72.59672
2,7,0,5,3,12,1,1,4,48,"B",41.308649,-72.8995209999999
2,7,0,5,1,40,2,2,NA,41,"B",41.18574,-73.1825709999999
2,1,0,1,2,5,2,6,3,54,"B",41.0409539999999,-73.5421869999999
1,7,0,3,3,3,1,2,NA,38,"B",41.176881,-73.1601969999999
2,6,0,2,2,17,2,3,3,60,"B",41.275764,-72.600401
0,4,0,3,1,1,2,5,1,35,"B",41.197137,-73.083436
2,5,0,2,2,62,2,5,3,62,"B",41.233113,-73.00105
2,5,0,3,2,30,2,3,2,34,"B",41.3237329999999,-72.0636259999999
1,5,1,3,1,7,1,6,3,41,"B",41.194944,-73.0840579999999
2,3,0,3,2,61,1,3,3,61,"B",41.175631,-73.2248649999999
2,3,0,3,3,15,1,2,3,63,"B",41.1896849999999,-73.1326719999999
2,7,0,3,1,52,2,2,3,51,"B",41.1818859999999,-73.1773879999999
3,4,0,3,2,60,1,3,4,79,"B",41.132572,-73.2999659999999
5,2,1,3,3,33,2,5,2,33,"B",41.1193829999999,-73.376952
2,5,0,4,2,2,2,3,3,92,"B",41.283346,-72.816166
2,3,0,2,3,15,2,1,4,45,"B",41.179661,-73.15613
2,5,2,2,1,52,2,4,2,55,"B",41.2651449999999,-72.9542239999999
2,5,0,3,3,0,1,1,3,60,"B",41.185937,-73.186052
3,4,0,3,3,48,1,4,NA,48,"B",41.272775,-72.9424089999999
2,1,0,4,3,4,1,4,4,63,"B",41.186936,-73.1322409999999
2,4,0,3,2,61,1,4,3,61,"B",41.235235,-73.0009009999999
0,5,0,2,3,71,2,3,3,71,"B",41.045656,-73.5946399999999
2,4,0,3,2,17,2,5,3,50,"B",41.2775469999999,-72.878387
2,4,0,2,3,16,2,4,3,45,"B",41.152403,-73.2480939999999
2,NA,1,3,3,73,2,5,3,73,"B",41.03414,-73.5490369999999
2,4,0,3,3,34,2,1,2,84,"B",41.0526029999999,-73.5434929999999
NA,5,0,3,3,25,2,NA,3,34,"B",41.366011,-72.887106
NA,3,3,3,2,12,1,1,3,56,"B",41.173355,-73.197242
3,2,0,2,3,38,2,5,3,66,"B",41.2847459999999,-72.625628
3,5,0,3,2,35,1,2,3,88,"B",41.1763729999999,-73.15979
2,7,0,5,1,13,2,1,3,77,"B",41.185937,-73.186052
3,4,0,3,3,19,2,2,3,45,"B",41.329393,-72.955305
2,4,0,3,2,28,1,6,3,51,"B",41.2001769999999,-73.099277
6,1,0,2,3,30,2,4,1,61,"B",41.362068,-71.8744999999999
3,4,3,4,1,4,1,NA,3,60,"B",41.185937,-73.186052
3,2,0,2,2,54,2,5,3,54,"B",41.227019,-73.051277
1,4,0,1,1,44,2,4,3,44,"B",41.34892,-72.022034
5,7,3,4,3,35,NA,NA,NA,NA,"B",41.2846139999999,-72.6342829999999
3,5,0,3,3,44,2,4,3,44,"B",41.042786,-73.5957999999999
2,2,0,3,2,60,1,NA,3,71,"B",41.2689719999999,-72.9522929999999
1,3,0,5,3,20,1,2,3,30,"B",41.171474,-73.198442
2,3,0,3,3,50,2,1,3,76,"B",41.278814,-72.868802
2,3,1,4,3,10,2,4,4,48,"B",41.193496,-73.1084259999999
5,4,0,3,3,54,2,3,2,54,"B",41.282946,-72.6789899999999
3,7,0,2,2,45,2,5,2,47,"B",41.178206,-73.162076
2,5,0,3,2,30,NA,NA,NA,NA,"B",41.2757879999999,-72.939791
2,4,1,2,3,19,2,NA,3,49,"B",41.063552,-73.4667189999999
2,5,0,2,2,30,2,6,3,41,"B",41.126313,-73.310781
0,1,0,3,2,22,1,2,3,63,"B",41.268214,-72.835891
2,5,0,3,2,30,1,3,3,50,"B",41.181922,-73.158749
2,4,1,4,2,20,2,2,2,40,"B",41.309938,-72.9137599999999
4,6,0,2,3,20,2,3,NA,55,"B",41.2590209999999,-72.956395
3,2,0,2,2,25,1,4,2,51,"B",41.1813489999999,-73.18022
3,3,0,1,2,4,2,2,1,30,"B",41.0561489999999,-73.540512
1,4,0,2,3,2,2,5,3,27,"B",41.0981299999999,-73.418406
2,4,0,2,3,8,2,3,3,34,"B",41.274735,-72.938449
1,2,0,3,3,4,1,2,3,52,"B",41.27051,-72.9544269999999
5,6,0,3,3,71,2,4,3,72,"B",41.1950179999999,-73.1089599999999
3,4,2,2,2,40,2,1,1,67,"B",41.279364,-72.592405
3,6,0,2,3,48,2,3,3,70,"B",41.260347,-72.954611
2,1,0,2,3,13,1,2,2,70,"B",41.1792799999999,-73.1893419999999
2,5,0,1,2,45,1,3,3,45,"B",41.1900279999999,-73.176618
3,5,1,2,3,8,2,6,3,34,"B",41.1606719999999,-73.236911
3,6,0,2,3,8,2,2,3,29,"B",41.3083749999999,-72.912424
4,4,0,2,2,37,1,6,3,37,"B",41.054194,-73.535988
3,7,2,2,2,43,2,1,3,50,"B",41.1819909999999,-73.1695469999999
2,7,0,3,3,24,2,3,3,54,"B",41.311199,-72.899692
2,5,0,3,3,1,1,3,2,26,"B",41.3066549999999,-72.916663
1,7,1,4,3,3,1,2,3,65,"B",41.302472,-72.9194229999999
1,1,0,2,2,20,1,2,NA,68,"B",41.176726,-73.203235
6,5,0,2,3,35,1,4,4,63,"B",41.0345519999999,-73.5688159999999
3,5,0,2,2,49,1,6,4,54,"B",41.1676659999999,-73.2678839999999
5,4,1,1,3,35,2,4,3,76,"B",41.328713,-72.956338
1,5,0,1,2,11,1,5,2,70,"B",41.184542,-73.214898
3,4,0,3,2,11,2,NA,NA,60,"B",41.1747599999999,-73.2159029999999
3,4,0,2,2,40,NA,NA,NA,NA,"B",41.330688,-72.8734039999999
1,4,0,4,3,5,1,4,3,40,"B",41.035559,-73.564538
4,5,0,2,2,7,1,5,3,64,"B",41.2680599999999,-72.8357809999999
3,1,0,2,3,14,2,3,3,60,"B",41.2647729999999,-72.9513769999999
2,5,0,2,2,27,2,5,5,52,"B",41.2858009999999,-72.627115
1,4,0,2,1,4,2,4,2,30,"B",41.038929,-73.528595
3,5,0,3,2,63,2,3,4,64,"B",41.1692389999999,-73.229236
2,3,0,3,2,5,2,NA,4,57,"B",41.008287,-73.636616
5,1,0,4,3,30,1,4,5,49,"B",41.329709,-72.8982879999999
0,4,0,2,2,3,1,6,3,59,"B",41.1015579999999,-73.4185679999999
2,4,1,2,1,8,1,5,4,38,"B",41.2229329999999,-73.05065
2,3,0,2,2,20,2,2,2,64,"B",41.0661929999999,-73.547903
2,7,0,1,3,60,2,3,2,60,"B",41.216081,-73.0596769999999
4,5,0,3,3,40,2,2,3,67,"B",41.015005,-73.634067
2,5,1,3,3,25,2,2,3,43,"B",41.19241,-73.136653
3,4,0,2,3,56,2,1,3,56,"B",41.329129,-72.955371
1,5,0,4,2,3,1,3,2,74,"B",41.271921,-72.951927
4,2,0,2,3,4,1,3,3,64,"B",41.3060279999999,-72.9226709999999
3,7,0,1,2,45,2,1,3,45,"B",41.1793619999999,-73.155848
4,3,0,2,2,40,1,1,3,42,"B",41.307048,-72.894272
1,3,1,2,3,4,2,4,1,35,"B",41.32103,-72.913977
2,2,0,3,3,19,2,NA,4,88,"B",41.055576,-73.5337279999999
6,1,0,3,3,50,NA,NA,NA,NA,"B",41.2647419999999,-72.9473849999999
1,5,0,3,3,3,1,5,2,55,"B",41.3047049999999,-72.922944
2,5,0,2,2,30,NA,NA,NA,NA,"B",41.156558,-73.267686
2,4,0,3,3,41,2,2,2,41,"B",41.0445029999999,-73.534835
2,4,0,3,2,39,2,4,4,71,"B",41.285046,-72.6329489999999
6,6,4,3,2,54,1,NA,3,63,"B",41.195752,-73.105491
3,7,0,2,3,40,1,3,1,61,"B",41.1651019999999,-73.230936
2,3,0,1,3,5,1,3,2,29,"B",41.3041989999999,-72.92529
2,7,0,4,3,NA,2,2,3,77,"B",41.3299469999999,-72.958033
3,5,1,3,3,12,1,4,2,72,"B",41.288626,-72.3778889999999
3,4,2,3,3,14,2,4,3,80,"B",41.2846959999999,-72.684781
3,3,0,3,2,65,2,5,3,65,"B",41.158873,-73.2673819999999
1,7,0,3,3,20,2,NA,NA,64,"B",41.308705,-72.900357
3,5,1,2,1,3,1,6,4,43,"B",41.147668,-73.2696229999999
4,2,0,1,3,20,2,6,3,37,"B",41.3047049999999,-72.922944
3,3,0,3,3,20,1,3,3,47,"B",41.284109,-72.676619
3,4,0,2,3,15,2,2,3,65,"B",41.260303,-72.951839
2,5,0,3,3,25,1,5,3,64,"B",41.185211,-73.1317959999999
1,4,0,3,3,20,2,3,3,74,"B",41.26502,-72.9512339999999
3,5,1,2,3,4,2,2,4,30,"B",41.276714,-72.949056
1,4,0,3,3,3,2,5,1,32,"B",41.302816,-72.918439
2,5,0,1,2,40,1,4,3,64,"B",41.194417,-73.103989
4,3,0,2,3,51,2,5,3,51,"B",41.269031,-72.951056
3,3,0,2,3,25,1,5,3,66,"B",41.043328,-73.542816
1,5,1,3,3,3,2,2,1,72,"B",41.261206,-72.950868
3,4,0,3,2,34,1,4,3,62,"B",41.2736469999999,-72.8768879999999
3,6,0,3,3,26,1,6,3,58,"B",41.0416099999999,-73.6030169999999
NA,NA,4,2,3,45,2,2,4,67,"B",41.2821789999999,-72.439475
1,5,2,2,3,5,2,1,3,36,"B",41.2637799999999,-72.9508969999999
4,4,0,2,2,30,2,3,4,49,"B",41.173095,-73.2054849999999
2,4,0,1,2,3,2,3,1,30,"B",41.3180789999999,-72.90885
2,5,0,2,1,40,1,5,3,50,"B",41.2875379999999,-72.439554
3,2,0,4,2,23,2,6,2,73,"B",41.1371019999999,-73.300408
1,2,0,2,3,57,2,3,2,57,"B",41.192242,-73.124836
1,4,0,3,3,37,2,2,4,67,"B",41.180948,-73.2179909999999
8,5,0,1,3,48,2,4,3,49,"B",41.196815,-73.1031069999999
2,2,0,3,3,2,2,3,NA,24,"B",41.3048089999999,-72.9200689999999
2,7,0,3,3,28,1,3,3,66,"B",41.282145,-72.7697189999999
2,6,0,3,3,30,1,5,2,64,"B",41.281565,-72.609116
1,5,0,2,2,48,2,3,2,48,"B",41.172096,-73.2155769999999
1,3,0,2,3,2,2,5,1,36,"B",41.3048089999999,-72.9200689999999
6,6,3,2,3,48,1,2,2,52,"B",41.179513,-73.1624549999999
2,7,0,3,3,51,2,3,2,51,"B",41.204706,-73.12054
2,3,0,4,2,30,2,5,3,37,"B",41.142387,-73.263983
2,3,0,4,3,18,2,6,3,50,"B",41.319429,-72.9153019999999
1,1,0,3,3,69,1,4,3,71,"B",41.038164,-73.603599
8,5,1,4,3,36,2,2,3,36,"B",41.362482,-71.8732739999999
2,7,1,3,3,10,2,6,2,43,"B",41.2202169999999,-73.0496629999999
2,5,0,2,3,17,1,5,1,61,"B",41.177705,-73.219029
2,7,2,3,1,3,2,2,3,39,"B",41.170268,-73.213462
3,5,0,3,3,35,1,5,4,49,"B",41.194017,-73.08633
NA,5,0,2,2,28,NA,NA,3,19,"B",41.041873,-73.510331
1,5,0,4,3,6,1,3,2,28,"B",41.3058449999999,-72.9258399999999
3,7,1,3,3,30,2,2,NA,53,"B",41.1728239999999,-73.1968399999999
1,4,0,3,2,2,2,6,2,35,"B",41.2795709999999,-72.6088969999999
1,5,0,3,2,54,2,5,4,54,"B",41.2804689999999,-72.8165039999999
2,3,0,3,2,4,2,2,1,30,"B",41.3306609999999,-72.8995019999999
5,4,0,2,1,61,2,6,3,61,"B",41.271124,-72.9554729999999
4,4,0,3,1,20,1,5,3,69,"B",41.1857109999999,-73.1302239999999
3,4,1,4,1,9,2,3,3,38,"B",41.223444,-73.049632
3,4,1,2,2,58,2,1,3,59,"B",41.180382,-73.189925
2,4,1,4,1,9,1,6,3,66,"B",41.283346,-72.8161659999999
4,6,0,2,3,40,2,NA,2,64,"B",41.036341,-73.530202
3,5,0,1,2,50,1,4,5,72,"B",41.277214,-72.624278
0,4,1,3,3,10,NA,NA,NA,NA,"B",41.303815,-72.2572449999999
3,4,0,3,2,55,2,3,NA,71,"B",41.200578,-73.1022179999999
5,3,0,3,2,21,1,4,3,44,"B",41.2020479999999,-73.125416
NA,6,0,3,2,49,NA,NA,NA,NA,"B",41.198241,-73.082692
NA,5,0,4,3,30,1,4,3,82,"B",41.3152019999999,-72.9115359999999
2,6,0,3,2,56,2,5,3,56,"B",41.1944439999999,-73.1055319999999
1,2,0,4,3,10,1,3,2,34,"B",41.1746729999999,-73.1920999999999
2,2,0,3,1,9,2,4,2,37,"B",41.3239999999999,-72.328322
4,4,1,2,2,20,2,2,3,52,"B",41.1746559999999,-73.212715
2,5,0,1,2,42,1,5,2,68,"B",41.3627809999999,-72.1816019999999
NA,4,NA,1,1,NA,2,1,NA,57,"B",41.3047049999999,-72.922944
1,4,1,4,3,4,2,6,4,27,"B",41.055855,-73.531923
2,5,0,3,1,10,1,4,4,61,"B",41.2733029999999,-72.937627
NA,4,4,2,1,10,2,1,1,41,"B",41.317444,-72.888542
2,5,0,3,2,7,1,5,2,34,"B",41.066135,-73.5478109999999
2,2,0,4,3,NA,2,3,3,NA,"B",41.27633,-72.941043
